LAT,LON,SPEED,COURSE,HEADING,DESTINATION,FLAG,LENGTH,SHIPNAME,SHIPTYPE,SHIP_ID,WIDTH,DWT,DATETIME,PORT,date,week_nb,ship_type,port,is_parked,LAT_lag,LON_lag,vessel_distance
57.99511,11.75793,123,32,34,KJOPMANN / SE UDD,CY,83,AGATH,8,1036966,13,3232,2016-12-17T02:15:05Z,gothenborg,2016-12-17,51,Tanker,gothenborg,0,57.98556,11.74649,1259.3076576132185
54.51115,18.7081,0,335,335,GDYNIA-SEA TRIALS-GD,PA,66,GLOMAR WAVE,6,1037103,14,1321,2016-12-14T10:09:01Z,gdansk,2016-12-14,50,Passenger,Gdańsk,1,54.52425,18.5592,9731.154768707524
59.89045,30.20623,84,36,32,SAINT.PETERSBURG,RU,28,LOOKMAN,3,1039931,10,575,2016-12-20T09:31:04Z,st_petersburg,2016-12-20,51,Tug,St. Petersburg,0,59.88041,30.19512,1278.352782528467
54.96532,20.23569,103,72,78,PIONERSKI,RU,23,KAPITAN BELYAEV,0,1064825,6,NA,2016-12-17T07:55:02Z,kalingrad,2016-12-17,51,Unspecified,Kalingrad,0,54.97714,20.34083,6845.678764540398
59.94119,30.25643,0,0,0,NA,--,95,SVISLOCH,7,1071570,16,NA,2016-12-15T01:57:04Z,st_petersburg,2016-12-15,50,Cargo,St. Petersburg,1,59.94119,30.25643,0
59.94119,30.25643,0,0,0,NA,--,95,SVISLOCH,7,1071570,16,NA,2016-12-15T01:57:04Z,st_petersburg,2016-12-15,50,Cargo,St. Petersburg,1,59.94119,30.25643,0
57.90428,11.64585,1290,50,892,NaN,SE,0,SAR 111265582,3,1072314,0,NA,2016-12-13T16:25:06Z,gothenborg,2016-12-13,50,Tug,gothenborg,0,57.72334,11.6312,20160.897889964577
57.77127,11.62132,0,0,312,NA,SE,37,LINDA,6,1081005,7,120,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,Passenger,gothenborg,1,57.74679,11.64108,2967.0294087161583
57.75909,11.62117,88,263,252,NA,SE,37,ULRIKA,6,1085676,9,203,2016-12-20T09:47:05Z,gothenborg,2016-12-20,51,Passenger,gothenborg,0,57.74446,11.64199,2044.9317140232458
57.69633,11.6896,81,182,191,NA,SE,19,BURO,6,1088282,6,15,2016-12-20T09:31:05Z,gothenborg,2016-12-20,51,Passenger,gothenborg,0,57.71231,11.66467,2315.8172049231284
57.71171,11.68323,12,355,511,CLASS B,SE,30,POLSTJERNAN,6,1104090,7,0,2016-12-14T10:09:05Z,gothenborg,2016-12-14,50,Passenger,gothenborg,0,57.711,11.6586,1466.7602896350081
54.59192,18.9911,82,271,511,NA,PL,18,HEL 95,2,1105688,5,NA,2016-12-15T15:43:02Z,gdansk,2016-12-15,50,Fishing,Gdańsk,0,54.63875,18.99859,5235.408538511408
57.68736,11.70803,260,141,143,NA,SE,16,PILOT 218 SE,3,1123136,5,NA,2016-12-14T14:11:05Z,gothenborg,2016-12-14,50,Tug,gothenborg,0,57.69853,11.69123,1595.365921958873
54.61336,18.74677,84,303,511,NA,PL,18,JAS 61,2,1124170,5,NA,2016-12-15T15:31:01Z,gdansk,2016-12-15,50,Fishing,Gdańsk,0,54.60688,18.76464,1359.2667411890889
57.68228,11.83933,71,69,70,GOTHENBURG,BE,162,MELUSINE,7,115307,25,9729,2016-12-14T19:57:05Z,gothenborg,2016-12-14,50,Cargo,gothenborg,0,57.67873,11.7854,3233.9298972271245
57.65084,11.79274,1,170,210,STYRSOBOLAGET FRAKT,SE,30,GOTA II,6,1155907,8,0,2016-12-20T09:31:05Z,gothenborg,2016-12-20,51,Passenger,gothenborg,1,57.64394,11.85177,3599.345845919347
57.65609,11.7494,162,73,73,GOTEBORG,BE,162,VICTORINE,7,117309,25,9755,2016-12-19T17:29:05Z,gothenborg,2016-12-19,51,Cargo,gothenborg,0,57.64971,11.71424,2211.3281185200676
54.95827,20.36507,66,166,166,"NAKHODKA",RU,15,BARRAKUDA,9,1181634,6,NA,2016-12-17T08:51:02Z,kalingrad,2016-12-17,51,Pleasure,Kalingrad,0,54.96674,20.2634,6565.78031048223
57.96463,11.71845,105,38,40,STENUNGSUND,BE,174,WAASMUNSTER,8,118748,30,37500,2016-12-18T08:01:05Z,gothenborg,2016-12-18,51,Tanker,gothenborg,0,57.95479,11.70541,1339.0009025978898
57.74959,11.60024,81,287,284,FISHING GROUNDS,SE,22,STRANNEFJORD,2,1193077,7,0,2016-12-18T20:43:05Z,gothenborg,2016-12-18,51,Fishing,gothenborg,0,57.74808,11.61438,856.6221754690453
57.67932,11.78665,85,81,81,NA,SE,21,SANDEFJORD,2,1193771,7,0,2016-12-14T20:55:05Z,gothenborg,2016-12-14,50,Fishing,gothenborg,0,57.67745,11.76922,1058.1023261943578
54.52021,18.54748,4,212,511,HEL,PL,26,HEL-125,2,1198107,7,NA,2016-12-16T02:31:07Z,gdynia,2016-12-16,51,Fishing,Gdynia,1,54.52187,18.55046,266.86845404642867
59.90683,30.07483,102,293,295,SZCZECIN,CY,101,BF CARTAGENA,7,121733,18,5218,2016-12-15T17:39:03Z,st_petersburg,2016-12-15,50,Cargo,St. Petersburg,0,59.90217,30.09717,1350.6223024007923
59.90249,30.09439,76,113,111,ST.PETERSBURG,MT,134,X-PRESS ETNA,7,121902,22,11257,2016-12-19T15:13:03Z,st_petersburg,2016-12-19,51,Cargo,St. Petersburg,0,59.90613,30.07705,1049.324375684622
54.75998,18.99467,131,305,309,BREMERHAVEN,CY,125,IDUNA,7,122006,21,8820,2016-12-14T15:49:01Z,gdansk,2016-12-14,50,Cargo,Gdańsk,0,54.70171,18.99737,6488.916142831708
55.69126,21.13543,0,15,337,KLAIPEDA,CY,89,WILSON SKY,7,122250,15,4263,2016-12-14T14:43:06Z,klaipeda,2016-12-14,50,Cargo,Klaipeda,1,54.67703,18.9902,177008.55601936852
57.95451,11.70733,136,34,35,UDDEVALLA,CY,85,HUGIN EXPLORER,3,122557,19,4047,2016-12-14T17:47:17Z,gothenborg,2016-12-14,50,Tug,gothenborg,0,57.94002,11.68876,1950.7408813355296
54.56498,18.859,110,41,41,GRIMSBY,CY,87,THURKUS,7,122562,12,3284,2016-12-16T12:57:02Z,gdansk,2016-12-16,51,Cargo,Gdańsk,0,54.54402,18.82845,3055.1244445636376
59.91005,30.05787,117,112,111,SPB,PT,140,SOLONG,7,122649,21,9500,2016-12-14T01:47:04Z,st_petersburg,2016-12-14,50,Cargo,St. Petersburg,0,59.91267,30.04487,781.944351732247
59.90486,30.08275,92,112,112,RU LED PBG,CY,183,VLADIMIR,7,123061,25,22708,2016-12-17T06:39:05Z,st_petersburg,2016-12-17,51,Cargo,St. Petersburg,0,59.90915,30.06179,1263.625380497032
54.51316,18.98008,130,220,220,GDANSK,CY,289,ARETHOUSA,7,123147,44,169770,2016-12-14T10:37:02Z,gdansk,2016-12-14,50,Cargo,Gdańsk,0,54.52544,18.99381,1629.6369465039095
59.91872,30.01553,111,292,294,ROTTERDAM,CY,129,WMS GRONINGEN,7,123222,20,8173,2016-12-19T20:39:03Z,st_petersburg,2016-12-19,51,Cargo,St. Petersburg,0,59.91378,30.03969,1455.9889412823431
55.0174,20.24331,44,97,103,PIONERSKIY,CY,34,DUKE 2,3,123296,11,600,2016-12-18T01:51:03Z,kalingrad,2016-12-18,51,Tug,Kalingrad,0,55.04501,20.0843,10600.30066599743
59.90443,30.08541,97,290,292,BREMERHAVEN VIA NOK,CY,151,HEINRICH SCHEPERS,7,123303,23,10600,2016-12-15T17:49:04Z,st_petersburg,2016-12-15,50,Cargo,St. Petersburg,0,59.90049,30.1049,1173.0850153868778
59.91153,30.05079,115,110,110,ST.PETERSBURG,CY,151,NORDIC HAMBURG,7,123774,23,13000,2016-12-17T14:07:03Z,st_petersburg,2016-12-17,51,Cargo,St. Petersburg,0,59.9152,30.03243,1103.0371067679257
59.91301,30.04302,93,292,292,SKAW,BS,225,VARVARA,7,124152,32,75228,2016-12-13T11:33:03Z,st_petersburg,2016-12-13,50,Cargo,St. Petersburg,0,59.91079,30.05415,668.4994469951403
57.6118,11.62322,164,88,88,GOTHENBURG,CY,141,ASTRORUNNER,7,124278,20,9544,2016-12-20T04:39:13Z,gothenborg,2016-12-20,51,Cargo,gothenborg,0,57.60032,11.65497,2284.4109106078317
55.72853,21.04139,99,88,86,KLAIPEDA,CY,90,LEENI,8,124420,15,4580,2016-12-19T19:41:06Z,klaipeda,2016-12-19,51,Tanker,Klaipeda,0,55.72846,21.00928,2012.8550969492683
55.65434,21.158,0,186,101,KLAIPEDA,CY,107,EMSRUNNER,7,124457,16,5499,2016-12-18T06:25:07Z,klaipeda,2016-12-18,51,Cargo,Klaipeda,1,55.65417,21.15783,21.728445600493107
55.13744,19.81967,117,21,21,PARNU,PT,107,BEATA,7,124538,18,6918,2016-12-16T18:03:03Z,kalingrad,2016-12-16,51,Cargo,Kalingrad,0,54.6795,19.80137,50991.16156417523
55.71477,21.10939,83,150,150,KLAIPEDA VIA NOK,CY,89,KAPRIFOL,8,124748,12,2802,2016-12-16T11:33:06Z,klaipeda,2016-12-16,51,Tanker,Klaipeda,0,55.72542,21.09317,1561.982913035909
54.78199,18.99543,96,280,281,KIEL CANAL,PL,91,TOLLUND,7,124752,13,4170,2016-12-17T19:17:01Z,gdansk,2016-12-17,51,Cargo,Gdańsk,0,54.66673,19.819,54478.02252676644
54.66344,19.80109,49,81,87,KALININGRAD,IT,136,ACQUAMARINA,8,1247749,20,12004,2016-12-17T11:37:03Z,kalingrad,2016-12-17,51,Tanker,Kalingrad,0,55.73,20.80467,134764.8420586854
54.96758,20.22197,39,2,359,PRIONERSKIY,CY,60,PETER THE GREAT,3,124887,17,2000,2016-12-17T12:55:02Z,kalingrad,2016-12-17,51,Tug,Kalingrad,0,54.96026,20.2185,844.4961428335965
59.90621,30.07703,54,112,112,ST PETERBURG,CY,199,BLUEBILL,7,125326,23,37332,2016-12-18T16:51:03Z,st_petersburg,2016-12-18,51,Cargo,St. Petersburg,0,59.90845,30.0658,674.5881125398794
59.87857,30.22628,0,1,216,ST.PETERSBURG,CY,132,PIRITA,7,125380,18,7946,2016-12-14T00:45:03Z,st_petersburg,2016-12-14,50,Cargo,St. Petersburg,1,59.87837,30.22568,40.23894394842726
54.95604,20.21149,0,0,150,BALTIYSK,RU,77,MERITUS,3,125418,13,2530,2016-12-17T13:59:02Z,kalingrad,2016-12-17,51,Tug,Kalingrad,1,54.95612,20.21144,9.461694563331692
55.10017,19.80171,133,15,18,LIEPAJA,PT,99,MERITA,7,125721,16,4496,2016-12-20T00:39:03Z,kalingrad,2016-12-20,51,Cargo,Kalingrad,0,54.67559,19.80014,47264.19558215221
57.71737,11.97379,59,242,511,CLASS B,SE,12,BARSWEEP ONE,0,1257951,6,NA,2016-12-15T00:07:05Z,gothenborg,2016-12-15,50,Unspecified,gothenborg,0,57.71992,11.98157,542.7049604961165
54.37536,18.65902,0,28,164,GDANSK VIA NOK,CY,97,CRESTWAY,3,126010,21,8180,2016-12-14T20:01:02Z,gdansk,2016-12-14,50,Tug,Gdańsk,1,54.37539,18.65903,3.401953052997112
54.38306,18.66144,69,19,25,BUSUM DE BUM,DE,75,SELENE PRAHM,7,130867,11,2422,2016-12-15T03:19:02Z,gdansk,2016-12-15,50,Cargo,Gdańsk,0,54.37166,18.664,1279.8526473733293
54.67082,19.80477,92,121,120,GDANSK,PT,118,PHOENIX II,7,132427,17,6862,2016-12-20T00:41:02Z,kalingrad,2016-12-20,51,Cargo,Kalingrad,0,54.45469,18.99999,57244.97189209923
55.67983,21.1375,79,161,161,LTKLJ,DE,154,CONTAINERSHIPS 6,7,132925,22,13520,2016-12-13T18:17:07Z,klaipeda,2016-12-13,50,Cargo,Klaipeda,0,55.69683,21.12467,2056.567077157563
55.73885,20.83035,125,273,273,LE HAVRE,DE,178,SEALING,8,134088,28,32428,2016-12-18T21:59:06Z,klaipeda,2016-12-18,51,Tanker,Klaipeda,0,55.73785,20.86011,1868.3767571287874
55.70308,21.12929,1,4,332,KLAIPEDA,LT,38,MINTIS,3,1351934,12,135,2016-12-16T03:53:07Z,klaipeda,2016-12-16,51,Tug,Klaipeda,1,55.70301,21.12916,11.27902172095805
54.64635,19.90563,71,62,65,BALTISK,RU,25,RB-413,3,1414412,8,NA,2016-12-15T12:29:03Z,kalingrad,2016-12-15,50,Tug,Kalingrad,0,54.63433,19.94286,2746.4131558994773
54.65217,19.85804,118,311,308,ROTTERDAM,PT,99,PATRICIA ESSBERGER,8,142957,15,4711,2016-12-15T12:25:04Z,kalingrad,2016-12-15,50,Tanker,Kalingrad,0,54.63329,19.89349,3103.5565291891025
54.63261,19.91726,79,92,88,KALINIGRAD VIA NOK,CY,151,NORDIC PHILIP,7,144106,23,13031,2016-12-19T07:49:03Z,kalingrad,2016-12-19,51,Cargo,Kalingrad,0,54.63322,19.89455,1464.8533471232877
57.77259,11.62051,0,0,511,CLASS B,SE,7,ENSKAR,2,1442009,2,NA,2016-12-20T09:31:05Z,gothenborg,2016-12-20,51,Fishing,gothenborg,1,57.72721,11.66791,5783.373613339546
59.91715,30.02296,100,292,292,SKAW,CY,182,BALTIC AMBITION,8,144450,27,37343,2016-12-19T17:43:03Z,st_petersburg,2016-12-19,51,Tanker,St. Petersburg,0,59.91253,30.0457,1369.2200754570472
57.61075,11.62227,192,90,91,GOTEBORG,GB,185,ARK FORWARDER,7,144628,25,12350,2016-12-17T04:57:05Z,gothenborg,2016-12-17,51,Cargo,gothenborg,0,57.67988,11.81698,13920.180766771766
55.82241,20.86578,107,320,321,HAMINA,CY,96,CEMSOL,7,145002,13,4529,2016-12-18T15:35:06Z,klaipeda,2016-12-18,51,Cargo,Klaipeda,0,55.81088,20.8829,1671.5053650803334
55.74082,20.80078,104,109,109,LTKLP,CY,184,VITIM,7,145203,25,22749,2016-12-17T15:39:06Z,klaipeda,2016-12-17,51,Cargo,Klaipeda,0,54.45097,18.99401,184002.95614396082
59.91236,30.0471,122,111,111,ST.PETERSBURG,CY,134,RUTH,7,145641,22,11253,2016-12-20T01:33:03Z,st_petersburg,2016-12-20,51,Cargo,St. Petersburg,0,59.91788,30.0202,1621.9925374002414
57.66417,11.7795,177,226,226,AARHUS,CY,134,HANNA,7,145692,22,11408,2016-12-13T14:47:05Z,gothenborg,2016-12-13,50,Cargo,gothenborg,0,57.6785,11.80817,2336.1724273973027
55.72868,21.05503,124,95,95,KLAIPEDA,CY,168,"NAVI BALTIC",7,145926,27,17894,2016-12-15T06:23:06Z,klaipeda,2016-12-15,50,Cargo,Klaipeda,0,55.72889,21.0307,1525.312565972842
59.8981,30.11638,70,112,114,ST PETERBURG,CY,121,BF FORTALEZA,7,145981,18,7202,2016-12-19T14:49:03Z,st_petersburg,2016-12-19,51,Cargo,St. Petersburg,0,59.90128,30.1009,933.9159058537065
55.72418,21.09668,72,303,301,SE LAA,CY,87,MAUREEN S,7,146036,11,3357,2016-12-19T04:59:06Z,klaipeda,2016-12-19,51,Cargo,Klaipeda,0,55.71506,21.11333,1456.2090461343807
55.722410000000004,21.09879,67,301,300,VENTSPILS,AG,89,SPANACO FIDELITY,7,146069,15,4193,2016-12-19T23:23:13Z,klaipeda,2016-12-19,51,Cargo,Klaipeda,0,55.71562,21.11,1032.1639265590916
59.89277,30.2269,0,34,34,ST.PETERSBURG,CY,134,WILHELM,7,146097,22,5215,2016-12-13T12:09:03Z,st_petersburg,2016-12-13,50,Cargo,St. Petersburg,1,59.89294,30.22716,23.851928057861418
54.698,20.45283,0,120,511,KALININGRAD,CY,112,WILSON SUND,7,146140,15,6274,2016-12-19T03:29:02Z,kalingrad,2016-12-19,51,Cargo,Kalingrad,1,54.69806,20.45276,8.055391934254509
59.92099,30.00478,108,292,292,SKAGEN FOR ORDERS,CY,98,BELBEK,7,146336,16,4225,2016-12-15T10:09:03Z,st_petersburg,2016-12-15,50,Cargo,St. Petersburg,0,59.91674,30.02597,1273.4675067668122
54.64667,19.91167,0,358,358,NaN,NaN,NA,[SAT-AIS],3,147668738471321,NA,NA,2016-12-15T10:09:02Z,kalingrad,2016-12-15,50,Tug,Kalingrad,1,54.64667,19.91167,0
59.8825,30.22828,115,339,511,ST.PETERSPURG,RU,99,TEKOS,8,148345,12,4237,2016-12-13T22:15:03Z,st_petersburg,2016-12-13,50,Tanker,St. Petersburg,0,59.88132,30.2292,141.05179238701308
57.63161,11.68412,138,214,216,KEMI,FI,157,BALTICA,7,148995,25,13772,2016-12-19T14:49:05Z,gothenborg,2016-12-19,51,Cargo,gothenborg,0,57.6458,11.70329,1949.3380427729267
57.66497,11.7813,100,47,48,GOTHENBORG,MT,182,SEAEMPRESS,8,149302,27,39443,2016-12-14T15:13:05Z,gothenborg,2016-12-14,50,Tanker,gothenborg,0,57.65883,11.76585,1146.1075616717567
54.43482,18.95198,133,89,90,AMSTERDAM,MT,128,MURRAY STAR,8,149310,20,13019,2016-12-18T13:29:02Z,gdansk,2016-12-18,51,Tanker,Gdańsk,0,54.4347,18.93194,1297.5944135271886
59.91213,30.04772,123,113,113,ST.PETERSBURG,MT,176,PRINCESS ANASTASIA,6,149677,32,4000,2016-12-20T04:45:04Z,st_petersburg,2016-12-20,51,Passenger,St. Petersburg,0,59.91652,30.02609,1302.2146839634063
55.71651,21.10869,51,134,135,KLAIPEDA,MT,87,RIG,7,150545,13,2809,2016-12-16T13:03:06Z,klaipeda,2016-12-16,51,Cargo,Klaipeda,0,55.72821,21.06735,2900.6838984194483
54.52669,18.56057,25,186,185,GDYNIA,MT,210,CATHARINA SCHULTE,7,150705,30,34600,2016-12-16T12:57:07Z,gdynia,2016-12-16,51,Cargo,Gdynia,0,54.53396,18.55884,816.9727581998378
59.90508,30.08266,112,291,292,DEHAM BUKAI,DE,134,HENNEKE RAMBOW,7,151630,22,11274,2016-12-18T08:43:04Z,st_petersburg,2016-12-18,51,Cargo,St. Petersburg,0,59.90027,30.10585,1400.9123336255716
54.5336,18.56182,0,14,14,SWINOUJSCIE,DE,188,SEAMARLIN,8,151751,32,40549,2016-12-14T00:19:08Z,gdynia,2016-12-14,50,Tanker,Gdynia,1,54.53357,18.5618,3.580730012175223
57.60241,11.81972,93,8,12,DONSO,DE,37,KRISTIN,2,151919,9,0,2016-12-20T05:31:06Z,gothenborg,2016-12-20,51,Fishing,gothenborg,0,57.60079,11.64452,10451.429954408513
57.74534,11.61588,115,40,37,UST LUGA,DE,37,VICTORIA,2,151978,10,250,2016-12-16T11:49:05Z,gothenborg,2016-12-16,51,Fishing,gothenborg,0,57.74051,11.60408,883.5177333049396
55.77108,20.819,107,61,63,KLAIPEDA,DE,177,SEABASS,8,152647,28,32445,2016-12-20T06:07:06Z,klaipeda,2016-12-20,51,Tanker,Klaipeda,0,55.76583,20.80123,1256.9201462816789
57.64769,11.7103,77,44,50,SELDK,DE,58,WALTER HAMMANN,7,152955,11,1323,2016-12-20T11:11:05Z,gothenborg,2016-12-20,51,Cargo,gothenborg,0,57.62553,11.68675,2838.054960458015
57.93981,11.68622,78,214,213,DKCPH,DK,80,AMANDA,7,153800,11,1795,2016-12-19T14:49:05Z,gothenborg,2016-12-19,51,Cargo,gothenborg,0,57.94727,11.69585,1006.6620944087385
57.68291,11.83696,78,70,69,GETEBORG PEC 332,DK,84,SCANDINAVIA,8,154769,13,3814,2016-12-16T12:57:05Z,gothenborg,2016-12-16,51,Tanker,gothenborg,0,57.67654,11.80368,2103.8374572566863
54.79712,18.42093,51,261,253,WLADYSLAWOWO,DK,16,CHRISTINA MICHELLE,2,154872,6,0,2016-12-13T23:15:07Z,gdynia,2016-12-13,50,Fishing,Gdynia,0,54.79703,18.43237,734.2060618022748
57.63467,11.82315,108,33,34,GOTHENBURG,DK,21,SUPPLIER,3,155138,8,NA,2016-12-18T13:57:05Z,gothenborg,2016-12-18,51,Tug,gothenborg,0,57.62333,11.80992,1488.3947253856936
57.95887,11.71158,141,33,35,STENUNGSUND,DK,129,TARNBRIS,8,155229,19,11288,2016-12-16T22:59:05Z,gothenborg,2016-12-16,51,Tanker,gothenborg,0,57.93065,11.6717,3926.8517246000197
57.61285,11.80496,158,190,511,GOTEBORG,DK,12,TENDER1,7,155585,4,NA,2016-12-14T10:09:05Z,gothenborg,2016-12-14,50,Cargo,gothenborg,0,57.64594,11.85902,4893.845483341042
54.78387,18.98247,166,314,314,PLGDN>>DEBRV,DK,399,MAERSKMCKINNEYMOLLER,7,155711,58,194153,2016-12-19T10:57:02Z,gdansk,2016-12-19,51,Cargo,Gdańsk,0,54.45481,18.99613,36641.41703807783
57.66047,11.77207,102,55,56,GOTHENBORG,DK,114,PACIFIC,8,155712,17,8129,2016-12-16T13:43:07Z,gothenborg,2016-12-16,51,Tanker,gothenborg,0,57.65675,11.7552,1086.640546545553
57.64993,11.71384,148,64,74,SE GOT,DK,141,TERNVAG,8,156111,21,14796,2016-12-17T11:57:05Z,gothenborg,2016-12-17,51,Tanker,gothenborg,0,57.63937,11.69865,1483.5097499317749
57.63419,11.68644,111,211,211,FI POR,DK,141,TERNHAV,8,156114,21,14796,2016-12-17T02:15:05Z,gothenborg,2016-12-17,51,Tanker,gothenborg,0,57.64655,11.7016,1645.9066993166746
57.60408,11.61143,145,113,112,SEGOT PEC 62-497,DK,119,MARINUS,8,156246,16,7082,2016-12-18T21:11:05Z,gothenborg,2016-12-18,51,Tanker,gothenborg,0,54.79558,18.92765,550008.1063599332
57.74821,11.60452,106,274,275,SLAGEN,DK,87,LEXUS,8,156323,13,4320,2016-12-17T21:49:05Z,gothenborg,2016-12-17,51,Tanker,gothenborg,0,57.7485,11.62933,1474.1785015218907
57.70704,11.6593,0,271,205,FISKE PLATS,DK,47,STELLA NOVA,2,156348,9,0,2016-12-17T00:05:05Z,gothenborg,2016-12-17,51,Fishing,gothenborg,1,57.7071,11.65927,6.9133692859531495
57.64573,11.70345,104,211,212,AMSTERDAM,DK,129,SCORPIUS,8,156373,19,11249,2016-12-16T12:57:05Z,gothenborg,2016-12-16,51,Tanker,gothenborg,0,57.65641,11.74777,2895.249842780437
54.63334,19.925,0,0,0,NaN,NaN,NA,[SAT-AIS],3,156678218822212,NA,NA,2016-12-17T05:45:03Z,kalingrad,2016-12-17,51,Tug,Kalingrad,1,54.63334,19.925,0
54.78513,18.9612,122,151,154,GDANSK,DK,142,ANGLIA SEAWAYS,7,156758,23,4650,2016-12-20T02:05:02Z,gdansk,2016-12-20,51,Cargo,Gdańsk,0,54.79479,18.94468,1510.184201276022
57.65019,11.71205,120,253,250,VASTERAS PEC62-525,DK,119,"NAUTILUS",8,157040,16,6925,2016-12-20T03:55:04Z,gothenborg,2016-12-20,51,Tanker,gothenborg,0,57.6547,11.73835,1644.9667977521303
57.60192,11.63235,154,103,104,GOTEBORG PEC62-191,DK,119,NEPTUNUS,8,157057,16,6954,2016-12-18T15:47:06Z,gothenborg,2016-12-18,51,Tanker,gothenborg,0,54.79743,18.89334,546951.1070159584
57.60243,11.66862,71,346,353,GOTHENBORG,DK,119,NIMBUS,8,157062,16,6927,2016-12-19T13:07:13Z,gothenborg,2016-12-19,51,Tanker,gothenborg,0,57.60022,11.64145,1639.1454366555934
57.64865,11.70891,206,48,53,SE GOT,DK,229,FREESIA SEAWAYS,7,157070,26,14330,2016-12-16T21:43:08Z,gothenborg,2016-12-16,51,Cargo,gothenborg,0,57.62766,11.68233,2822.774657873361
57.65701,11.75727,179,71,71,GOTHENBURG,DK,230,BEGONIA SEAWAYS,7,157073,26,14424,2016-12-18T13:17:05Z,gothenborg,2016-12-18,51,Cargo,gothenborg,0,57.65199,11.72603,1942.7192231126946
57.62883,11.68972,186,23,24,GOTEBORG,DK,199,MAGNOLIA SEAWAYS,7,157110,28,10407,2016-12-16T06:05:05Z,gothenborg,2016-12-16,51,Cargo,gothenborg,0,57.61156,11.66525,2413.295979499718
54.79491,18.41795,15,207,173,AALBORG NJV,DK,20,R 355 TRINE LOUISE,2,158315,6,NA,2016-12-16T10:47:07Z,gdynia,2016-12-16,51,Fishing,Gdynia,0,54.79691,18.41784,222.75114601543996
57.60037,11.65048,103,104,108,GOTEBORG,DK,92,HANNE THERESA,8,158394,13,4282,2016-12-15T05:03:05Z,gothenborg,2016-12-15,50,Tanker,gothenborg,0,57.60177,11.64016,634.9723055061964
57.63983,11.68664,82,171,169,NA,SE,24,STJARNVIK,2,158493,6,NA,2016-12-13T22:01:03Z,gothenborg,2016-12-13,50,Fishing,gothenborg,0,57.65093,11.68491,1239.9385318000966
57.64103,11.69722,153,211,211,IMMINGHAM,DK,199,PETUNIA SEAWAYS,7,158628,29,10407,2016-12-17T16:55:05Z,gothenborg,2016-12-17,51,Cargo,gothenborg,0,57.652589999999996,11.72198,1957.4402772848873
57.65028,11.71538,191,57,65,GOTHENBURG,DK,199,PRIMULA SEAWAYS,7,158740,29,10407,2016-12-15T18:17:05Z,gothenborg,2016-12-15,50,Cargo,gothenborg,0,57.63254,11.69205,2414.950387974587
54.79617,18.42855,43,29,511,NA,DK,15,R 222 BORNOE,2,158750,6,NA,2016-12-15T00:05:07Z,gdynia,2016-12-15,50,Fishing,Gdynia,0,54.79729,18.41826,672.0115320706121
57.65243,11.72356,204,253,252,BREVIK,DK,229,FICARIA SEAWAYS,7,159287,26,14300,2016-12-15T17:05:05Z,gothenborg,2016-12-15,50,Cargo,gothenborg,0,57.65739,11.75459,1928.8012840519357
57.67889,11.81503,96,78,76,GOTHENBURG,DK,87,BIRTHE BRES,7,159418,12,3740,2016-12-14T19:57:05Z,gothenborg,2016-12-14,50,Cargo,gothenborg,0,57.66332,11.77958,2730.910908540857
54.63334,19.92978,69,81,82,NLRTM>RUKGD VIA NOK,DK,147,SELANDIA SWAN,8,159543,22,17998,2016-12-16T01:55:02Z,kalingrad,2016-12-16,51,Tanker,Kalingrad,0,54.63252,19.90066,1878.514017155907
57.6015,11.69333,100,354,351,GOTHENBURG,DK,91,AALBORG,8,159701,15,3522,2016-12-15T08:57:05Z,gothenborg,2016-12-15,50,Tanker,gothenborg,0,57.60052,11.6314,3695.511021397509
57.92619,11.6538,119,75,75,STENUNGSUND,DK,90,COPENHAGEN,8,159706,15,3522,2016-12-15T19:21:05Z,gothenborg,2016-12-15,50,Tanker,gothenborg,0,57.92383,11.62883,1499.2715926177825
59.87959,30.23108,86,118,511,SPB,RU,26,GRIPHON 8,3,1611958,9,NA,2016-12-20T01:29:03Z,st_petersburg,2016-12-20,51,Tug,St. Petersburg,0,59.88857,30.21397,1382.973193820989
54.64667,19.91167,0,358,358,NaN,NaN,NA,[SAT-AIS],3,167283675493369,NA,NA,2016-12-14T23:59:02Z,kalingrad,2016-12-14,50,Tug,Kalingrad,1,54.64667,19.91167,0
54.955,20.21,0,21,21,NaN,NaN,NA,[SAT-AIS],3,17615339618152,NA,NA,2016-12-14T10:17:02Z,kalingrad,2016-12-14,50,Tug,Kalingrad,1,54.955,20.21,0
59.912,30.04833,113,111,110,ST.PETERSBURG,FI,165,MISANA,7,181427,23,11407,2016-12-19T01:47:03Z,st_petersburg,2016-12-19,51,Cargo,St. Petersburg,0,59.91617,30.02817,1217.0221472526664
54.98167,20.35333,20,298,298,NaN,NaN,NA,[SAT-AIS],3,181566749936762,NA,NA,2016-12-20T05:41:02Z,kalingrad,2016-12-20,51,Tug,Kalingrad,0,55.075,20.09667,19393.855006069556
59.91746,30.02093,88,291,289,HIRTSHALS,FO,102,HVITANES,7,181730,16,4380,2016-12-13T18:51:03Z,st_petersburg,2016-12-13,50,Cargo,St. Petersburg,0,59.91454,30.03516,858.0060368664057
57.60131,11.66084,106,19,20,GOTEBORG,FO,72,VINGA SAFIR,8,181746,12,2653,2016-12-15T13:53:06Z,gothenborg,2016-12-15,50,Tanker,gothenborg,0,57.60564,11.60405,3421.2140048240144
